Body Type,Sex,Diet,How Often Shower,Heating Energy Source,Transport,Vehicle Type,Social Activity,Monthly Grocery Bill,Frequency of Traveling by Air,Vehicle Monthly Distance Km,Waste Bag Size,Waste Bag Weekly Count,How Long TV PC Daily Hour,How Many New Clothes Monthly,How Long Internet Daily Hour,Energy efficiency,Recycling,Cooking_With,CarbonEmission
underweight,female,vegan,twice a day,natural gas,private,hybrid,often,179,frequently,4129,extra large,7,16,29,1,Sometimes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Microwave']",2393
overweight,male,omnivore,daily,electricity,private,lpg,sometimes,66,very frequently,9460,medium,6,1,37,10,Sometimes,['Glass'],"['Oven', 'Grill', 'Airfryer']",5703
normal,female,vegetarian,daily,electricity,private,diesel,often,67,very frequently,1122,large,4,13,1,5,No,"['Paper', 'Plastic', 'Glass', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",1866
normal,female,omnivore,daily,coal,private,lpg,often,75,very frequently,9525,medium,7,0,5,6,Sometimes,['Plastic'],['Oven'],4642
overweight,male,vegan,less frequently,coal,private,hybrid,often,213,very frequently,8374,medium,7,10,20,5,Yes,"['Paper', 'Glass']","['Oven', 'Microwave']",4578
normal,male,vegan,less frequently,natural gas,private,diesel,never,247,frequently,325,medium,5,5,45,19,Yes,['Glass'],"['Microwave', 'Grill', 'Airfryer']",2380
obese,male,pescatarian,twice a day,coal,private,electric,never,91,frequently,1441,medium,2,12,1,0,Yes,"['Paper', 'Glass']","['Stove', 'Oven', 'Grill', 'Airfryer']",1803
normal,female,pescatarian,more frequently,natural gas,private,lpg,never,279,frequently,6311,large,4,19,29,21,Sometimes,['Glass'],"['Oven', 'Microwave', 'Grill', 'Airfryer']",3752
underweight,female,vegetarian,daily,wood,private,electric,sometimes,59,never,4240,large,6,17,5,14,Sometimes,"['Plastic', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",1050
underweight,male,omnivore,twice a day,wood,private,petrol,never,282,frequently,5038,medium,4,6,44,7,No,"['Paper', 'Plastic', 'Glass']","['Oven', 'Microwave', 'Grill', 'Airfryer']",4085
overweight,male,vegetarian,less frequently,natural gas,private,hybrid,sometimes,150,frequently,3233,large,4,0,32,6,Yes,"['Plastic', 'Glass']","['Stove', 'Oven', 'Microwave']",2923
obese,male,omnivore,twice a day,wood,private,petrol,sometimes,91,very frequently,2416,medium,5,13,21,18,No,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",4267
overweight,male,omnivore,more frequently,wood,private,diesel,sometimes,167,very frequently,9315,small,7,17,48,20,No,['Glass'],['Oven'],6142
normal,female,vegan,more frequently,electricity,private,lpg,sometimes,118,very frequently,725,extra large,5,11,2,3,Yes,"['Paper', 'Plastic']","['Stove', 'Microwave', 'Grill', 'Airfryer']",2183
obese,male,vegan,more frequently,electricity,private,electric,often,293,frequently,5917,small,5,2,15,12,Yes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Microwave']",1671
underweight,male,omnivore,daily,coal,private,diesel,never,284,never,6580,extra large,4,13,40,3,No,[],"['Oven', 'Microwave']",3759
overweight,male,pescatarian,more frequently,wood,private,hybrid,often,284,never,2824,medium,2,23,22,17,Sometimes,"['Plastic', 'Glass']","['Stove', 'Microwave', 'Grill', 'Airfryer']",2259
underweight,male,omnivore,more frequently,wood,private,hybrid,sometimes,258,frequently,4019,medium,3,4,22,3,Sometimes,"['Paper', 'Plastic', 'Glass']","['Stove', 'Grill', 'Airfryer']",2429
underweight,female,pescatarian,less frequently,natural gas,private,hybrid,often,266,rarely,452,medium,1,3,14,1,No,['Glass'],['Stove'],1161
underweight,male,pescatarian,more frequently,wood,private,lpg,sometimes,138,never,3106,extra large,2,1,26,11,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",1918
overweight,female,omnivore,daily,wood,private,electric,sometimes,144,never,6809,small,3,19,26,22,No,['Metal'],"['Stove', 'Grill', 'Airfryer']",1368
underweight,male,vegan,twice a day,coal,private,electric,often,242,very frequently,8258,large,6,1,5,11,Yes,"['Glass', 'Metal']","['Stove', 'Oven', 'Microwave']",2887
overweight,female,omnivore,twice a day,electricity,private,hybrid,often,62,never,4110,extra large,4,14,25,17,Sometimes,['Metal'],"['Stove', 'Grill', 'Airfryer']",2102
normal,male,omnivore,daily,electricity,private,hybrid,sometimes,296,rarely,1194,extra large,6,11,43,20,Yes,['Plastic'],"['Oven', 'Microwave']",2671
overweight,female,vegetarian,twice a day,electricity,private,lpg,sometimes,247,frequently,942,small,2,12,37,15,Sometimes,"['Paper', 'Metal']",['Oven'],1812
normal,male,vegetarian,more frequently,coal,private,diesel,never,276,never,4870,extra large,6,23,3,24,Yes,"['Paper', 'Plastic', 'Metal']","['Microwave', 'Grill', 'Airfryer']",2830
overweight,female,vegetarian,less frequently,wood,private,hybrid,sometimes,173,rarely,179,medium,6,13,2,10,No,['Plastic'],['Stove'],1386
normal,female,vegan,less frequently,natural gas,private,electric,sometimes,166,very frequently,9191,medium,7,22,28,3,Sometimes,"['Paper', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",2369
underweight,female,vegan,less frequently,coal,private,petrol,never,100,frequently,7319,medium,7,5,43,20,No,"['Plastic', 'Metal']",['Oven'],4087
overweight,female,pescatarian,more frequently,natural gas,private,lpg,often,130,rarely,357,small,4,20,32,2,Sometimes,"['Plastic', 'Glass']","['Grill', 'Airfryer']",1596
underweight,female,vegetarian,twice a day,coal,private,lpg,often,297,never,4733,small,2,16,43,7,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Oven', 'Microwave']",2356
overweight,female,vegan,more frequently,electricity,private,petrol,often,96,frequently,5016,extra large,3,22,44,7,Yes,"['Paper', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",3704
obese,female,vegetarian,daily,natural gas,private,electric,sometimes,280,rarely,1427,small,7,20,1,1,No,"['Plastic', 'Glass']","['Stove', 'Oven']",1214
obese,female,pescatarian,daily,wood,private,petrol,often,177,frequently,7366,small,4,14,48,12,Sometimes,['Plastic'],"['Oven', 'Microwave']",5254
overweight,female,vegan,more frequently,electricity,private,hybrid,never,76,never,5816,extra large,5,12,2,21,Yes,"['Paper', 'Plastic', 'Metal']",['Microwave'],1696
obese,male,omnivore,twice a day,coal,private,diesel,often,216,very frequently,2222,extra large,7,11,40,19,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Oven', 'Grill', 'Airfryer']",5150
normal,male,vegan,twice a day,coal,private,lpg,sometimes,130,rarely,664,medium,7,20,24,22,Yes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",1996
obese,female,pescatarian,twice a day,natural gas,private,diesel,never,110,frequently,8246,extra large,2,5,38,17,No,"['Paper', 'Plastic', 'Glass']","['Stove', 'Oven', 'Grill', 'Airfryer']",4099
overweight,male,vegetarian,twice a day,coal,private,electric,sometimes,181,rarely,6159,extra large,2,21,5,0,No,"['Paper', 'Glass']","['Stove', 'Oven', 'Microwave']",1432
normal,female,omnivore,daily,coal,private,hybrid,never,127,never,9131,extra large,4,16,46,21,Sometimes,"['Plastic', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",3234
overweight,male,vegan,twice a day,coal,private,electric,sometimes,176,rarely,9197,small,6,11,43,22,Sometimes,[],"['Stove', 'Microwave', 'Grill', 'Airfryer']",2366
normal,male,omnivore,more frequently,wood,private,petrol,sometimes,208,very frequently,5000,extra large,2,18,6,18,Sometimes,"['Paper', 'Glass', 'Metal']","['Stove', 'Oven']",4219
overweight,male,vegetarian,less frequently,coal,private,diesel,sometimes,203,very frequently,2948,large,1,9,40,9,Sometimes,['Glass'],"['Microwave', 'Grill', 'Airfryer']",4061
normal,male,vegetarian,more frequently,wood,private,electric,often,59,rarely,5469,large,2,2,21,22,No,[],"['Stove', 'Grill', 'Airfryer']",1601
overweight,female,vegetarian,less frequently,natural gas,private,diesel,often,273,very frequently,8263,large,6,16,9,18,Yes,"['Plastic', 'Glass']",[],4726
normal,male,omnivore,twice a day,coal,private,petrol,sometimes,105,rarely,9616,large,6,23,21,19,No,"['Plastic', 'Metal']",[],5314
obese,male,pescatarian,twice a day,natural gas,private,diesel,often,51,rarely,7961,small,7,4,7,20,Sometimes,"['Plastic', 'Glass']","['Stove', 'Grill', 'Airfryer']",4159
normal,female,vegan,more frequently,electricity,private,lpg,sometimes,235,very frequently,7713,small,1,0,11,10,Yes,"['Plastic', 'Metal']","['Stove', 'Oven', 'Microwave']",3599
underweight,female,omnivore,twice a day,electricity,private,electric,often,219,rarely,5788,small,3,11,37,8,Yes,"['Paper', 'Plastic', 'Glass']","['Stove', 'Oven', 'Grill', 'Airfryer']",1172
underweight,female,vegan,daily,electricity,private,diesel,often,75,very frequently,3782,large,7,22,45,8,Sometimes,"['Paper', 'Glass']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",3207
underweight,male,vegan,more frequently,coal,private,diesel,never,160,never,2323,extra large,6,3,10,11,Sometimes,"['Plastic', 'Metal']","['Stove', 'Oven', 'Microwave']",2079
underweight,male,vegan,twice a day,natural gas,private,diesel,never,203,never,6081,medium,7,6,20,17,Yes,"['Glass', 'Metal']","['Stove', 'Oven', 'Microwave']",2803
overweight,male,omnivore,more frequently,coal,private,petrol,never,238,never,5192,large,6,13,34,11,Yes,"['Paper', 'Plastic', 'Glass']","['Oven', 'Microwave']",4276
underweight,male,omnivore,more frequently,wood,private,hybrid,never,243,frequently,7794,medium,5,7,21,24,No,"['Plastic', 'Metal']","['Stove', 'Oven', 'Microwave']",3339
underweight,female,omnivore,more frequently,wood,private,lpg,often,249,very frequently,2856,extra large,7,21,23,12,Yes,"['Plastic', 'Glass', 'Metal']",['Microwave'],3522
underweight,male,omnivore,less frequently,natural gas,private,petrol,never,216,never,2243,extra large,2,0,13,2,Sometimes,"['Plastic', 'Glass', 'Metal']","['Grill', 'Airfryer']",1761
overweight,female,pescatarian,less frequently,electricity,private,hybrid,never,180,never,8904,large,2,12,27,14,Yes,"['Glass', 'Metal']","['Microwave', 'Grill', 'Airfryer']",2235
underweight,female,vegetarian,less frequently,wood,private,petrol,sometimes,121,frequently,3436,large,7,21,30,3,No,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",2785
normal,female,omnivore,twice a day,wood,private,hybrid,sometimes,231,very frequently,5177,extra large,2,5,33,6,Sometimes,"['Paper', 'Glass']","['Stove', 'Oven']",3238
normal,male,vegetarian,less frequently,natural gas,private,lpg,sometimes,268,very frequently,8277,small,3,10,20,7,Yes,"['Glass', 'Metal']",['Microwave'],4584
obese,male,vegetarian,twice a day,electricity,private,lpg,sometimes,272,never,7003,large,2,18,21,6,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Oven']",3310
normal,female,omnivore,more frequently,wood,private,hybrid,sometimes,64,very frequently,9787,large,4,5,15,6,Yes,"['Paper', 'Glass']","['Stove', 'Oven', 'Microwave']",3277
underweight,male,vegetarian,daily,wood,private,electric,never,128,frequently,5997,large,1,21,10,21,Sometimes,"['Glass', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",1547
underweight,female,vegan,twice a day,coal,private,diesel,often,50,very frequently,8394,medium,5,10,11,19,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']",['Oven'],3812
underweight,female,vegetarian,twice a day,natural gas,private,electric,sometimes,242,never,7755,medium,6,17,44,3,Yes,"['Plastic', 'Glass']","['Stove', 'Microwave']",1367
obese,male,pescatarian,twice a day,natural gas,private,petrol,sometimes,263,frequently,3841,extra large,1,1,4,9,No,[],['Microwave'],3824
underweight,female,vegan,more frequently,wood,private,petrol,sometimes,270,never,9819,large,4,5,21,17,Sometimes,"['Paper', 'Metal']",['Stove'],4086
underweight,female,vegan,more frequently,natural gas,private,electric,often,174,rarely,6440,extra large,3,5,28,3,Yes,['Metal'],"['Stove', 'Microwave', 'Grill', 'Airfryer']",1373
obese,male,omnivore,daily,wood,private,diesel,often,64,very frequently,454,medium,3,16,26,13,Yes,['Glass'],"['Stove', 'Grill', 'Airfryer']",3311
overweight,female,omnivore,daily,wood,private,diesel,never,77,frequently,3349,small,5,10,1,16,Yes,"['Paper', 'Plastic']",[],2189
obese,male,pescatarian,more frequently,wood,private,hybrid,sometimes,182,never,6445,extra large,4,6,17,4,No,['Metal'],"['Oven', 'Microwave', 'Grill', 'Airfryer']",3095
obese,female,vegan,twice a day,electricity,private,petrol,never,241,rarely,7994,large,5,0,30,6,No,"['Paper', 'Glass', 'Metal']","['Stove', 'Oven']",4492
overweight,male,vegetarian,daily,electricity,private,petrol,never,112,very frequently,49,extra large,1,14,42,24,Yes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Oven']",2529
obese,female,vegetarian,daily,coal,private,lpg,often,283,rarely,441,small,7,2,17,14,Sometimes,"['Paper', 'Plastic', 'Glass']","['Stove', 'Oven']",1693
obese,male,vegetarian,more frequently,natural gas,private,lpg,never,60,frequently,8676,large,2,11,14,13,Sometimes,"['Glass', 'Metal']","['Oven', 'Microwave']",4606
underweight,female,omnivore,more frequently,wood,private,hybrid,never,75,frequently,8074,medium,1,11,20,2,Sometimes,['Metal'],"['Oven', 'Grill', 'Airfryer']",2523
obese,female,omnivore,more frequently,natural gas,private,lpg,often,186,rarely,9244,medium,2,13,25,18,Sometimes,"['Paper', 'Metal']","['Stove', 'Microwave']",3876
normal,male,vegan,twice a day,electricity,private,diesel,never,257,very frequently,1722,extra large,2,13,13,22,Sometimes,"['Paper', 'Glass', 'Metal']","['Stove', 'Microwave']",2408
obese,male,vegetarian,more frequently,wood,private,lpg,sometimes,153,very frequently,7762,small,6,7,17,22,Yes,"['Paper', 'Glass', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",5500
normal,male,pescatarian,less frequently,natural gas,private,lpg,never,218,very frequently,8716,large,4,14,35,15,Sometimes,"['Plastic', 'Glass']","['Oven', 'Grill', 'Airfryer']",5236
overweight,female,omnivore,twice a day,wood,private,diesel,sometimes,156,very frequently,862,extra large,4,16,30,24,No,"['Paper', 'Plastic', 'Glass']",[],3114
underweight,female,omnivore,less frequently,electricity,private,electric,sometimes,79,rarely,6736,extra large,4,16,30,22,No,['Metal'],[],1347
normal,female,pescatarian,less frequently,electricity,private,petrol,never,273,frequently,9333,medium,5,21,13,13,No,['Glass'],"['Stove', 'Oven', 'Grill', 'Airfryer']",4807
underweight,male,omnivore,more frequently,electricity,private,hybrid,sometimes,197,never,9549,extra large,5,8,34,17,Yes,"['Plastic', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",3136
overweight,female,pescatarian,less frequently,coal,private,petrol,sometimes,192,rarely,3443,small,1,23,48,10,Yes,['Plastic'],[],2887
overweight,male,vegetarian,less frequently,natural gas,private,diesel,sometimes,235,never,2074,small,2,18,3,1,No,"['Plastic', 'Metal']","['Microwave', 'Grill', 'Airfryer']",1438
obese,female,omnivore,daily,coal,private,lpg,sometimes,204,rarely,4936,medium,6,11,27,12,Yes,[],"['Stove', 'Microwave']",3664
overweight,male,vegan,more frequently,wood,private,petrol,never,225,frequently,7258,medium,7,7,20,14,Yes,"['Plastic', 'Glass']",[],5146
obese,male,vegan,twice a day,electricity,private,lpg,often,230,rarely,20,medium,5,7,4,0,No,"['Paper', 'Plastic']",['Oven'],1249
obese,male,vegetarian,less frequently,coal,private,petrol,sometimes,87,rarely,2300,large,3,9,12,23,Yes,['Metal'],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",2709
normal,male,pescatarian,less frequently,wood,private,petrol,sometimes,240,frequently,7961,extra large,5,9,25,0,No,"['Plastic', 'Glass', 'Metal']",[],5194
overweight,male,vegetarian,twice a day,coal,private,electric,never,201,never,209,large,4,13,8,10,Yes,[],"['Oven', 'Microwave', 'Grill', 'Airfryer']",1700
underweight,female,vegetarian,more frequently,natural gas,private,petrol,sometimes,232,rarely,7917,large,7,9,43,24,Yes,"['Paper', 'Glass']",['Stove'],4383
obese,male,omnivore,twice a day,natural gas,private,petrol,often,249,very frequently,6387,large,5,17,36,14,Yes,['Plastic'],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",7295
normal,female,pescatarian,daily,coal,private,electric,sometimes,104,very frequently,7088,small,4,1,47,5,No,"['Paper', 'Plastic', 'Glass']","['Stove', 'Oven', 'Microwave']",2307
overweight,female,omnivore,daily,wood,private,diesel,often,185,very frequently,4990,large,6,9,33,24,Sometimes,"['Glass', 'Metal']","['Grill', 'Airfryer']",4304
normal,male,vegan,less frequently,electricity,private,electric,sometimes,119,rarely,4922,large,6,21,46,23,Sometimes,['Metal'],"['Oven', 'Microwave', 'Grill', 'Airfryer']",1959
normal,male,vegetarian,less frequently,wood,private,petrol,never,273,frequently,7482,extra large,1,23,39,0,Yes,[],['Microwave'],4917
overweight,female,vegan,twice a day,electricity,private,lpg,never,65,frequently,4677,small,1,10,9,17,No,"['Glass', 'Metal']",['Microwave'],2286
obese,male,pescatarian,daily,wood,private,lpg,often,142,never,1584,large,2,13,33,16,Sometimes,"['Paper', 'Metal']",['Stove'],2131
underweight,female,vegan,twice a day,natural gas,private,petrol,sometimes,262,very frequently,9486,extra large,6,1,17,8,Yes,"['Glass', 'Metal']",['Microwave'],5480
underweight,female,pescatarian,twice a day,electricity,private,electric,often,280,very frequently,8925,medium,2,12,41,1,No,['Paper'],"['Stove', 'Oven', 'Grill', 'Airfryer']",2148
overweight,female,vegan,twice a day,natural gas,private,lpg,sometimes,287,very frequently,967,small,3,24,10,11,Sometimes,"['Glass', 'Metal']",['Microwave'],2383
underweight,male,vegetarian,less frequently,electricity,private,lpg,never,166,frequently,6721,large,7,12,25,14,Sometimes,"['Paper', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave']",3563
underweight,male,vegetarian,daily,wood,private,hybrid,often,255,rarely,7411,large,3,22,22,11,Sometimes,"['Paper', 'Plastic']","['Oven', 'Microwave']",2698
overweight,female,omnivore,less frequently,wood,private,electric,often,160,frequently,5406,extra large,7,0,22,23,Yes,['Metal'],['Microwave'],2662
overweight,female,omnivore,more frequently,wood,private,electric,sometimes,177,never,6721,large,7,8,19,1,Yes,['Glass'],"['Stove', 'Microwave', 'Grill', 'Airfryer']",1736
obese,female,vegan,more frequently,natural gas,private,electric,often,187,never,1117,large,5,7,22,10,Sometimes,"['Plastic', 'Glass']","['Stove', 'Oven', 'Grill', 'Airfryer']",1616
underweight,female,pescatarian,daily,natural gas,private,electric,never,151,very frequently,9102,medium,7,17,18,16,Sometimes,['Glass'],"['Stove', 'Microwave', 'Grill', 'Airfryer']",2270
normal,female,pescatarian,more frequently,natural gas,private,hybrid,sometimes,258,frequently,302,large,4,22,12,20,Yes,"['Plastic', 'Glass', 'Metal']","['Microwave', 'Grill', 'Airfryer']",1778
overweight,female,vegan,daily,electricity,private,electric,often,122,frequently,1606,extra large,7,8,35,9,Sometimes,['Paper'],['Oven'],2338
